[1873.8107464802795, 0.8160161557994533, 0.4472049689440994, 0.8506224066390041]
[1929.5901783886236, 0.8752602811849959, 0.23841059602649006, 0.7534246575342466]
[1703.3998549297903, 0.8124029204535173, 0.5034965034965035, 0.8204488778054863]
[1719.4718946321943, 0.9141275431690684, 0.22641509433962265, 0.6799999999999999]
[1662.983402148745, 0.8861402742559634, 0.21428571428571427, 0.7804878048780488]
[1999.8344460291303, 0.8239367375847262, 0.5405405405405406, 0.7345132743362832]
[1373.2139804554017, 0.8881523389677713, 0.32142857142857145, 0.6666666666666667]
[1766.9789531643005, 0.7923503548619455, 0.5538461538461539, 0.7692307692307692]
[1816.5532728097437, 0.8273546158369377, 0.4797297297297297, 0.8011204481792717]
[1473.4278750703916, 0.9148870795407674, 0.2571428571428571, 0.7142857142857143]
[1526.3790766622105, 0.824830051348993, 0.38562091503267976, 0.815625]
[1731.5259244089973, 0.8619948871993905, 0.3973509933774834, 0.7744360902255639]
[1825.8309808981032, 0.8703853429714821, 0.15584415584415584, 0.7037037037037037]
[1818.0313145719367, 0.8497834953578595, 0.27586206896551724, 0.8297872340425532]
[2060.0706398996895, 0.7830810367382542, 0.6228070175438597, 0.6991525423728814]
[1763.2918381737488, 0.808004460567261, 0.46875, 0.8026315789473684]
[1765.5608320140882, 0.9173176829309485, 0.2857142857142857, 0.625]
[2012.66844243855, 0.8481503093232505, 0.41025641025641024, 0.7209302325581395]
[2335.1728273492895, 0.8835103857798114, 0.3829787234042553, 0.6974789915966386]
[1653.0565540972598, 0.7998145680879198, 0.45, 0.813953488372093]
[2208.014630880269, 0.8895636839423567, 0.18604651162790697, 0.6065573770491803]
[1900.5659655142817, 0.8398652131341592, 0.425531914893617, 0.7794117647058824]
[1365.6506676542706, 0.864641475661976, 0.2436548223350254, 0.8383838383838383]
[2108.746150365421, 0.8601116462915817, 0.36923076923076925, 0.746031746031746]
[1425.6844630132505, 0.8369106072410911, 0.4645161290322581, 0.8105263157894737]
[1974.5918895553546, 0.822901277151339, 0.45112781954887216, 0.8051948051948052]
[1995.2964583484513, 0.8642595938168832, 0.5042016806722689, 0.7777777777777778]
[1461.1374917685532, 0.8894668070235418, 0.23841059602649006, 0.6869565217391305]
[1957.7162478678301, 0.9089085347984233, 0.14814814814814814, 0.75]
[1764.8517714389825, 0.8680415580704026, 0.4485981308411215, 0.7419354838709677]
[1304.6714581951496, 0.8508543389681492, 0.3076923076923077, 0.7165354330708662]
[1662.0379880486034, 0.8759710332769093, 0.2975206611570248, 0.6697247706422018]
[1811.649769395982, 0.8705603929460465, 0.25263157894736843, 0.4782608695652174]
[1645.9659483461994, 0.8554075463251405, 0.2926829268292683, 0.64]
[1898.0453051036236, 0.7891558912344799, 0.6120689655172413, 0.7455197132616487]
[1611.6946872160734, 0.9079475365055609, 0.1643835616438356, 0.6363636363636364]
[1889.6464326576488, 0.8586573046668804, 0.4, 0.7272727272727273]
[1941.7623849279441, 0.8666712696177201, 0.46153846153846156, 0.6417910447761195]
[1950.3892885917348, 0.8671344424778916, 0.26277372262773724, 0.7551020408163265]
[1634.6209791445026, 0.8579326723409212, 0.25, 0.7293233082706767]
[1343.9061433510183, 0.8901601043513833, 0.2571428571428571, 0.7534246575342466]
[1887.5192509323304, 0.8976427611755275, 0.2553191489361702, 0.4]
[1977.4281318557785, 0.8413884282614088, 0.44776119402985076, 0.7520661157024793]
[1660.6198668983918, 0.8328227673470505, 0.33519553072625696, 0.8465473145780051]
[1664.306981888943, 0.8182977192783377, 0.43478260869565216, 0.8083067092651757]
[2022.481119719467, 0.8381946252487552, 0.4068965517241379, 0.7830882352941176]
[1539.13415503022, 0.8200524372684778, 0.4528301886792453, 0.8226600985221675]
[1444.3563914910435, 0.8634578165939151, 0.3356643356643357, 0.7922077922077921]
[1714.9811776565227, 0.8211108500708987, 0.4585987261146497, 0.823960880195599]
[1537.243326829937, 0.8011198995900466, 0.38461538461538464, 0.8208955223880597]
